id,target,s_label,t_label,source
715,"unfortunately , i am not going to do anything but if all of the house dnc in the house , i &apos;m sure it is trying to be impeached .",1,0,"admittedly i haven 't looked very hard but given all the dnc claims in the subject , i would think it easy to find ."
716,"thanks for standing up to this man , rand paul .",1,0,"thank you for this post , elizabeth warren ."
717,"respectfully , mr. gowdy , the people are the same thing that this administration has been done as well as you are going to all and all to get rid of the president .",1,0,"respectfully mrs slaughter , the democrats are the reason this confirmation vote was so close because you are doing anything and everything to obstruct the president 's agenda ."
718,this is not a balanced budget amendment .,1,0,this is not a normal transition of power .
719,"hey obamacare , if a lot of office is going to be done if he is undisciplined and sinc??re ... so much you will do something about what you can &apos;t get rid of the way that a few dumb you are !",1,0,"hey snowflake , seeing a man cry is very touching when it is genuine and sincere ... seeing you shed fake tears just enforces what a dumb shit you are ...... anything to remain pertinent ?"
720,obama &apos;s because of the debt is not going to be on the money .,1,0,abortion inducing drugs are not essentail health care .
721,"now , at least , there is not a lot of swallowed or lesbiennes ... and he has not been doing the job , as you have lost him ....",1,0,"currently in mn it doesn 't include gay or lesbian marriage either .... and it didn 't used to include children , as you said yourself ...."
722,graham will do something about it : / chute on his family .,1,0,keith will do the honerable thing : door a : fall on his sword .
723,senator mccain as well par,1,0,senator chuck paid by isis
724,mia love to the republican party should be able to get rid of the government does nothing about the constitution,1,0,919 referred to the committee on finance please make sure virginia keeps the ban on uranium mining .
725,"oh - this was the republican party in sc who has been doing this job to vote against the people ... to pay , that &apos;s !",1,0,"oh wait - it was the democrats in 1960 that passed that resolution to shut down nominees ... fact check , that , amy !"
726,"wow , tom , is doing a lot of &quot; get rid of the irs &apos;s &quot; carte for increased spending .",1,0,"wow , trump really is a sort of &quot; get out of jail free &quot; card for corporate dems ."
727,support betsy devos ?,1,0,endorse bernie 🙌 🏻
728,"from my vote of the republican party , a lot of water--to is going to be done the rest of senator mccain .",1,0,"from my reading of the granite state election laws , a draft movement likely requires senator warren 's permission ."
729,"mia , i have been a lot of your constituents for years , and i am not going to vote for boehner , but it will be going to be our president and as well as this renig of the completes of this administration and a balanced budget .",1,0,"louise , i have been a fan of yours for years , and i did not vote for trump , but he is going to be our president and as such deserves the respect for that office and a peaceful transition of power ."
730,this calm that you and your constituents of south carolina are going to do your job to our country ?,1,0,so does this mean you and your fellow multi millionaire democrats are gonna dole out your wealth to us poor people ?
731,"i &apos;m very disappointed when i have been doing something about obamacare and a lot of congress in the mideast , and a lot of the people in the mideast and a third party on obamacare , and tell it that he is not qualified to all of you on the american people &apos;s executive orders .",1,0,"i am deeply concerned when i listened to interview on npr with a women correspondent from the mideast and a russian correspondent from spudnik group , and start a shorting match and tell her its non of anyone business about trump holding in russia and american would do great things together ."
